iso_o,TIME_PERIOD,export,import,net_imp,gdp_pct,co2,manufacturing,renewable,energy,trade_openness,fdi,urban,internet,population,country,continent,category,development,eci_sitc,eci_rank_sitc,importing,exporting
SWE,1996,51.638,75.833,24.195,35604.97,7.66,19.09,31.4,5824.8,66.51,31.4,83.91,9.04,21.7,Sweden,Europe,Advanced Economies,1.0,2.13,4,13.0,59.0
THA,1996,88.138,99.207,11.068999999999988,3766.86,3.07,25.67,21.0,1160.58,84.27,21.0,30.45,0.12,117.29,Thailand,Asia,Emerging and Developing Economies,0.0,0.707,32,19.0,53.0
TUN,1996,9.185,9.649,0.46399999999999864,2452.91,1.92,18.33,14.4,652.84,85.72,14.4,61.87,0.03,59.83,Tunisia,Africa,Emerging and Developing Economies,0.0,-0.296,74,36.0,36.0
TUR,1996,44.383,75.63,31.246999999999993,5861.7,3.14,21.14,21.0,1073.13,49.37,21.0,62.65,0.19,80.49,Türkiye,Europe,Emerging and Developing Economies,0.0,0.018,62,12.0,60.0
UKR,1996,156.05,54.93,-101.12,1355.57,7.74,27.45,0.9,2927.93,93.86,0.9,66.99,0.1,88.42,Ukraine,Europe,Emerging and Developing Economies,0.0,0.695,33,68.0,4.0
USA,1996,806.306,1229.6589999999999,423.35299999999984,42783.82,20.14,17.114461538461544,4.8,7841.59,22.69,4.8,77.64,16.4,29.41,United States,America,Advanced Economies,1.0,1.72,11,2.0,70.0
VNM,1996,29.045,19.072,-9.973000000000003,998.92,0.53,17.114461538461544,62.6,315.96,92.71,62.6,22.56,0.0,224.76,Vietnam,Asia,Emerging and Developing Economies,0.0,-0.707,104,54.0,18.0
ZAF,1996,115.947,42.672,-73.275,4465.51,7.45,20.27,17.4,2395.09,42.2,17.4,54.97,0.84,37.2,South Africa,Africa,Emerging and Developing Economies,0.0,0.277,48,67.0,5.0
ARG,1997,46.402,44.513999999999996,-1.8880000000000052,11056.69,3.64,18.23,9.7,1567.39,23.34,9.7,88.56,0.28,13.14,Argentina,America,Emerging and Developing Economies,0.0,0.058,61,43.0,29.0
AUS,1997,152.322,91.033,-61.289,41464.5,17.5,12.29,9.1,5497.65,37.98,9.1,84.64,16.4,2.4,Australia,Pacific,Advanced Economies,1.0,-0.021,64,65.0,7.0
AUT,1997,44.686,76.035,31.348999999999997,34998.03,8.48,18.31,24.9,3550.91,75.24,24.9,61.04,9.53,96.56,Austria,Europe,Advanced Economies,1.0,1.941,7,11.0,61.0
BEL,1997,115.35,124.613,9.263000000000005,32991.5,12.22,18.4,1.1,5533.74,125.69,1.1,96.92,4.94,286.3787671232876,Belgium,Europe,Advanced Economies,1.0,1.444,15,20.0,52.0
BGD,1997,5.611,17.957,12.346,566.27,0.19,14.12,60.0,130.69,26.33,60.0,22.44,0.0,977.17,Bangladesh,Asia,Emerging and Developing Economies,0.0,-0.671,103,18.0,54.0
BGR,1997,41.647,7.4190000000000005,-34.227999999999994,3675.18,7.14,17.291940298507463,3.8,2505.67,86.46,3.8,68.23,1.22,75.13,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.42,43,60.0,12.0
BLR,1997,37.804,19.722,-18.082,2175.4,6.11,30.4,3.8,2511.7,125.52,3.8,68.69,0.05,49.88,Belarus,Europe,Emerging and Developing Economies,0.0,0.419,45,57.0,15.0
BRA,1997,134.014,104.756,-29.25800000000001,6764.86,1.92,13.02,43.7,1072.29,16.58,43.7,79.05,0.79,19.94,Brazil,America,Emerging and Developing Economies,0.0,0.678,31,59.0,13.0
CAN,1997,366.6650000000001,235.95600000000002,-130.70900000000006,33867.01,16.91,16.04,21.8,8069.5,74.34,21.8,78.34,15.1,3.34,Canada,America,Advanced Economies,1.0,0.751,28,69.0,3.0
CHE,1997,32.784,86.659,53.87500000000001,68640.07,6.19,18.78,17.4,3513.13,88.47,17.4,73.55,15.1,179.34,Switzerland,Europe,Advanced Economies,1.0,2.448,2,8.0,64.0
CHL,1997,25.602999999999998,30.316000000000003,4.7130000000000045,8058.94,3.64,14.88,30.0,1523.54,54.1,30.0,85.17,1.06,20.08,Chile,America,Emerging and Developing Economies,0.0,-0.218,75,25.0,47.0
CHN,1997,668.286,198.697,-469.58899999999994,1819.1,2.79,17.291940298507463,30.0,876.49,34.31,30.0,32.88,0.03,131.02,China,Asia,Emerging and Developing Economies,0.0,0.599,35,71.0,1.0
CIV,1997,10.151,5.226,-4.925,1801.13,0.35,11.23,72.1,368.16,54.01,72.1,41.96,0.02,50.46,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.536,92,48.0,24.0
CMR,1997,6.8180000000000005,3.541,-3.2770000000000006,1096.7,0.39,15.74,84.7,426.6,48.47,84.7,43.76,0.01,29.14,Cameroon,Africa,Emerging and Developing Economies,0.0,-1.031,118,46.0,26.0
COL,1997,31.539,32.477000000000004,0.9380000000000024,4265.69,1.81,13.79,25.7,753.13,35.6,25.7,72.66,0.55,33.46,Colombia,America,Emerging and Developing Economies,0.0,0.381,46,36.0,36.0
CRI,1997,5.468999999999999,8.179,2.710000000000001,7085.99,1.26,19.46,33.6,647.72,87.61,33.6,56.37,1.64,72.5,Costa Rica,America,Emerging and Developing Economies,0.0,0.175,54,29.0,43.0
CYP,1997,4.589,6.644,2.0549999999999997,19617.19,7.03,9.3,3.3,2065.65,139.76,3.3,68.28,4.38,97.14,Cyprus,Europe,Advanced Economies,1.0,0.612,32,33.0,39.0
CZE,1997,53.321,37.069,-16.251999999999995,11886.35,13.01,23.07,5.7,4210.18,84.15,5.7,74.38,2.92,133.35,Czech Republic,Europe,Advanced Economies,1.0,1.31,18,55.0,17.0
DEU,1997,316.586,550.747,234.16099999999994,32779.28,11.07,19.89,2.8,4203.57,48.38,2.8,74.34,6.71,235.02,Germany,Europe,Advanced Economies,1.0,2.318,3,3.0,69.0
DNK,1997,48.716,46.887,-1.8290000000000006,45546.59,12.16,14.64,8.1,3849.85,71.29,8.1,85.03,11.4,132.12,Denmark,Europe,Advanced Economies,1.0,1.465,14,42.0,30.0
EGY,1997,25.104,33.745,8.640999999999998,2204.67,1.66,16.32,8.6,589.74,43.74,8.6,42.66,0.09,68.74,Egypt,Africa,Emerging and Developing Economies,0.0,-0.332,80,23.0,49.0
ESP,1997,124.047,165.085,41.03800000000001,21310.43,6.67,16.68,9.2,2634.71,51.23,9.2,76.02,2.8,80.2,Spain,Europe,Advanced Economies,1.0,0.882,25,10.0,62.0
EST,1997,11.493,6.781,-4.712000000000001,8732.99,14.68,16.53,20.0,4070.4,151.05,20.0,69.92,5.71,33.02,Estonia,Europe,Advanced Economies,1.0,0.42,44,47.0,25.0
FIN,1997,49.123,46.498999999999995,-2.6240000000000023,32762.12,12.21,21.67,28.8,6277.08,68.25,28.8,81.47,19.5,16.87,Finland,Europe,Advanced Economies,1.0,1.833,9,45.0,27.0
FRA,1997,226.52499999999998,306.921,80.39600000000002,30325.52,6.48,14.53,10.0,4043.67,49.8,10.0,75.25,4.26,111.27,France,Europe,Advanced Economies,1.0,1.627,13,6.0,66.0
GBR,1997,242.804,344.067,101.263,35349.79,9.37,14.95,1.0,3760.81,50.97,1.0,78.47,7.39,241.05,United Kingdom,Europe,Advanced Economies,1.0,2.092,4,5.0,67.0
GRC,1997,26.604,35.730000000000004,9.126000000000005,16501.03,7.99,9.9,8.0,2284.89,39.44,8.0,72.36,1.85,82.71,Greece,Europe,Advanced Economies,1.0,0.032,63,21.0,51.0
HKG,1997,44.147999999999996,117.632,73.48400000000001,26631.85,5.3,17.291940298507463,0.1,1588.71,233.44,0.1,100.0,10.5,6180.29,Hong Kong SAR,Asia,Advanced Economies,1.0,0.934,23,7.0,65.0
HRV,1997,7.193,11.787,4.594000000000001,8383.18,4.04,16.81,29.1,1849.48,74.88,29.1,52.74,1.73,81.01,Croatia,Europe,Advanced Economies,1.0,0.504,39,26.0,46.0
HUN,1997,34.839,28.782,-6.056999999999999,7971.81,6.06,19.69,5.2,2527.5,94.69,5.2,64.96,1.94,114.59,Hungary,Europe,Emerging and Developing Economies,0.0,0.852,26,49.0,23.0
IDN,1997,104.139,86.311,-17.82799999999999,2081.84,1.33,26.79,47.6,595.39,55.99,47.6,38.41,0.2,114.01,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.041,65,56.0,16.0
IND,1997,136.39,76.172,-60.21799999999999,667.6,0.88,16.52,47.9,376.19,22.62,47.9,27.03,0.07,336.05,India,Asia,Emerging and Developing Economies,0.0,0.211,51,64.0,8.0
IRL,1997,37.49,28.177,-9.313000000000002,33578.76,10.17,21.79,1.9,3256.01,142.27,1.9,58.42,4.09,53.33,Ireland,Europe,Advanced Economies,1.0,2.064,6,51.0,21.0
ISR,1997,17.414,37.186,19.772,27143.46,9.07,15.5,5.7,2881.17,57.57,5.7,91.01,4.4,269.69,Israel,Asia,Advanced Economies,1.0,1.775,10,14.0,58.0
ITA,1997,180.372,308.154,127.78199999999998,30353.38,7.62,18.63,4.8,2834.64,44.48,4.8,67.04,2.28,193.43,Italy,Europe,Advanced Economies,1.0,1.437,16,4.0,68.0
JOR,1997,5.873,7.53,1.657,3280.7,2.9,11.44,2.1,893.49,120.74,2.1,78.23,0.6,57.19,Jordan,Asia,Emerging and Developing Economies,0.0,0.594,37,35.0,37.0
JPN,1997,198.522,638.223,439.70099999999996,31276.19,9.81,23.35,3.8,4022.09,19.78,3.8,78.27,9.16,345.84,Japan,Asia,Advanced Economies,1.0,2.887,1,2.0,70.0
KAZ,1997,69.166,27.389000000000003,-41.776999999999994,3728.96,8.56,13.34,1.7,2461.86,72.36,1.7,55.96,0.06,5.94,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.124,69,61.0,11.0
KHM,1997,3.665,2.0060000000000002,-1.6589999999999998,496.77,0.15,11.64,82.2,258.95,78.93,82.2,18.06,0.01,65.55,Cambodia,Asia,Emerging and Developing Economies,0.0,-1.174,126,41.0,31.0
KOR,1997,197.641,247.511,49.870000000000005,15074.49,9.91,24.66,0.7,3675.47,57.52,0.7,78.9,3.6,476.4,Korea,Asia,Advanced Economies,1.0,1.227,20,9.0,63.0
LAO,1997,1.347,1.315,-0.03200000000000003,819.21,0.1,15.6,84.6,2782.242972972973,65.16,84.6,19.12,6.740933333333333,22.32,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.834,110,39.0,33.0
LTU,1997,8.604,11.108,2.5040000000000013,5685.45,4.21,16.18,11.6,2493.75,99.65,11.6,67.17,0.98,57.04,Lithuania,Europe,Advanced Economies,1.0,0.15,57,30.0,42.0
LVA,1997,4.509,7.401,2.8919999999999995,5317.98,3.62,18.73,32.9,1821.53,90.93,32.9,68.6,2.05,39.1,Latvia,Europe,Advanced Economies,1.0,0.225,50,28.0,44.0
MAR,1997,9.907,14.36,4.452999999999999,1828.97,1.12,19.06,18.8,371.74,51.15,18.8,52.35,0.02,60.98,Morocco,Africa,Emerging and Developing Economies,0.0,-0.469,87,27.0,45.0
MEX,1997,106.27300000000001,117.72800000000001,11.454999999999998,8770.84,3.84,22.36,12.7,1518.26,46.49,12.7,73.93,0.63,48.37,Mexico,America,Emerging and Developing Economies,0.0,1.025,22,19.0,53.0
MMR,1997,5.879,5.775,-0.1039999999999992,231.59,0.18,17.291940298507463,85.2,276.42,78.5091780821918,85.2,26.48,6.740933333333333,66.88,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.085,122,40.0,32.0
MYS,1997,125.447,78.845,-46.602000000000004,6480.56,5.3,28.38,4.2,2053.3,185.67,4.2,58.24,2.31,65.06,Malaysia,Asia,Emerging and Developing Economies,0.0,1.071,21,62.0,10.0
NGA,1997,96.486,17.676,-78.81,1420.24,0.86,19.2,85.6,278.49,78.5091780821918,85.6,33.25,0.02,128.19,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.582,136,67.0,5.0
NLD,1997,151.768,153.488,1.7199999999999989,36211.65,11.54,13.54,1.5,4788.83,114.3,1.5,74.45,14.1,462.4,The Netherlands,Europe,Advanced Economies,1.0,1.303,19,34.0,38.0
NOR,1997,56.54,54.339,-2.2010000000000005,63882.48,9.83,10.03,58.8,5475.17,72.15,58.8,74.48,20.4,12.06,Norway,Europe,Advanced Economies,1.0,0.728,29,44.0,28.0
NZL,1997,33.326,19.159,-14.167000000000002,28790.3,8.26,16.32,25.9,4305.04,55.25,25.9,85.78,14.6,14.36,New Zealand,Pacific,Advanced Economies,1.0,0.198,52,54.0,18.0
PAK,1997,16.138,18.461,2.322999999999997,1029.0,0.7,14.56,51.9,402.97,36.85,51.9,32.35,0.03,184.89,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.693,105,32.0,40.0
PER,1997,5.511,14.28,8.768999999999998,3331.15,1.12,15.36,31.7,432.78,33.47,31.7,71.8,0.4,19.75,Peru,America,Emerging and Developing Economies,0.0,-0.633,98,22.0,50.0
PHL,1997,42.93,59.357,16.427,1800.26,1.04,17.291940298507463,33.4,477.5,77.23,33.4,46.39,0.14,247.87,Philippines,Asia,Emerging and Developing Economies,0.0,0.597,36,16.0,56.0
POL,1997,102.195,54.777,-47.41799999999999,6391.13,9.38,17.59,6.0,2640.55,50.38,6.0,61.58,2.07,126.19,Poland,Europe,Emerging and Developing Economies,0.0,0.602,34,63.0,9.0
PRT,1997,22.585,41.177,18.592,16946.09,5.32,16.53,24.6,2083.46,62.3,24.6,52.43,4.95,110.48,Portugal,Europe,Advanced Economies,1.0,0.447,42,15.0,57.0
ROU,1997,40.629,15.351,-25.278,4546.67,5.51,23.94,15.8,1990.19,63.21,15.8,53.46,0.44,98.26,Romania,Europe,Emerging and Developing Economies,0.0,0.495,40,58.0,14.0
RUS,1997,500.645,156.101,-344.544,4760.34,10.85,17.291940298507463,3.8,4070.66,47.26,3.8,73.36,0.47,9.03,Russia,Asia,Emerging and Developing Economies,0.0,0.092,59,70.0,2.0
SAU,1997,36.318,49.241,12.923000000000002,23406.03,16.22,9.77,0.0,6019.93,65.19,0.0,79.15,0.05,6.69,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,-0.655,102,17.0,55.0
SEN,1997,1.982,2.249,0.2670000000000001,962.74,0.35,17.291940298507463,50.7,218.16,47.24,50.7,39.89,0.03,48.22,Senegal,Africa,Emerging and Developing Economies,0.0,-0.64,100,37.0,35.0
SGP,1997,71.559,78.836,7.277000000000001,32835.25,11.12,22.15,0.4,5818.45,323.86,0.4,100.0,13.5,5665.73,Singapore,Asia,Advanced Economies,1.0,1.769,11,24.0,48.0
SVK,1997,32.843,24.598,-8.245000000000005,8647.39,8.46,16.65,3.9,3362.06,117.29,3.9,56.42,1.17,111.92,Slovak Republic,Europe,Advanced Economies,1.0,0.846,27,50.0,22.0
SVN,1997,9.399,11.747,2.3480000000000008,14400.67,8.17,22.1,10.2,3310.41,96.43,10.2,50.68,7.59,98.61,Slovenia,Europe,Advanced Economies,1.0,1.385,17,31.0,41.0
SWE,1997,52.247,75.999,23.751999999999995,36675.21,6.99,19.29,35.5,5683.46,71.99,35.5,83.94,23.7,21.72,Sweden,Europe,Advanced Economies,1.0,2.084,5,13.0,59.0
THA,1997,99.393,85.471,-13.921999999999997,3614.61,3.09,26.47,21.1,1166.8,95.05,21.1,30.62,0.36,118.86,Thailand,Asia,Emerging and Developing Economies,0.0,0.699,30,53.0,19.0
TUN,1997,9.863999999999999,9.907,0.04300000000000104,2551.55,1.95,16.73,14.4,664.29,80.5,14.4,62.26,0.04,60.64,Tunisia,Africa,Emerging and Developing Economies,0.0,-0.205,73,38.0,34.0
TUR,1997,52.156,82.088,29.931999999999995,6215.4,3.25,21.57,20.7,1109.81,54.97,20.7,63.18,0.47,81.67,Türkiye,Europe,Emerging and Developing Economies,0.0,0.075,60,12.0,60.0
UKR,1997,124.903,51.539,-73.364,1326.28,7.5,24.63,1.0,2825.74,84.24,1.0,67.03,0.2,87.66,Ukraine,Europe,Emerging and Developing Economies,0.0,0.519,38,66.0,6.0
USA,1997,857.7040000000001,1339.161,481.457,44151.69,20.9,16.12,4.5,7825.24,23.43,4.5,78.01,21.6,29.77,United States,America,Advanced Economies,1.0,1.901,8,1.0,71.0
VNM,1997,34.54,21.686,-12.854,1064.78,0.6,17.291940298507463,60.5,335.57,94.34,60.5,22.96,0.0,228.05,Vietnam,Asia,Emerging and Developing Economies,0.0,-0.518,90,52.0,20.0
ZAF,1997,124.048,45.115,-78.93299999999999,4527.05,7.69,19.91,17.1,2418.37,42.3,17.1,55.45,1.63,37.65,South Africa,Africa,Emerging and Developing Economies,0.0,0.28,48,68.0,4.0
ARG,1998,47.581,51.169,3.587999999999994,11348.2,3.79,17.84,9.6,1648.11,23.35,9.6,88.76,0.83,13.29,Argentina,America,Emerging and Developing Economies,0.0,-0.092,67,27.0,45.0
AUS,1998,153.008,93.842,-59.16600000000001,42967.66,18.39,12.46,8.6,5584.83,39.99,8.6,84.5,30.8,2.42,Australia,Pacific,Advanced Economies,1.0,-0.165,70,63.0,9.0
AUT,1998,46.036,79.909,33.873000000000005,36180.75,8.54,18.24,24.5,3607.01,77.35,24.5,60.77,15.4,96.66,Austria,Europe,Advanced Economies,1.0,1.842,9,10.0,62.0
BEL,1998,116.52199999999999,129.019,12.497000000000014,33566.99,12.49,18.16,1.3,5620.65,124.71,1.3,97.0,7.89,291.05999999999995,Belgium,Europe,Advanced Economies,1.0,1.457,15,20.0,52.0
BGD,1998,6.165,20.451999999999998,14.286999999999999,584.45,0.19,14.86,60.2,132.23,27.88,60.2,22.82,0.0,995.79,Bangladesh,Asia,Emerging and Developing Economies,0.0,-0.82,110,18.0,54.0
BGR,1998,36.869,12.467,-24.402,3839.98,6.89,17.0144776119403,5.8,2437.15,77.05,5.8,68.45,1.84,74.63,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.205,51,56.0,16.0
BLR,1998,50.523,51.574,1.0509999999999948,2368.78,5.99,29.48,4.1,2472.96,122.96,4.1,69.06,0.07,49.66,Belarus,Europe,Emerging and Developing Economies,0.0,0.701,30,36.0,36.0
BRA,1998,136.871,105.583,-31.28800000000001,6687.5,1.94,12.16,43.8,1082.22,16.44,43.8,79.78,1.48,20.24,Brazil,America,Emerging and Developing Economies,0.0,0.569,36,57.0,15.0
CAN,1998,394.00699999999995,248.154,-145.85299999999995,34894.61,17.04,16.25,22.0,7963.21,78.08,22.0,78.72,24.9,3.36,Canada,America,Advanced Economies,1.0,0.635,32,69.0,3.0
CHE,1998,32.863,92.586,59.723,70510.03,6.38,18.44,17.1,3544.34,88.22,17.1,73.49,24.8,179.88,Switzerland,Europe,Advanced Economies,1.0,2.443,2,7.0,65.0
CHL,1998,26.368,32.16,5.791999999999998,8287.45,3.63,14.42,29.8,1557.21,53.84,29.8,85.48,1.66,20.35,Chile,America,Emerging and Developing Economies,0.0,-0.213,73,24.0,48.0
CHN,1998,690.115,215.549,-474.56600000000003,1944.44,2.84,17.0144776119403,29.5,872.41,32.17,29.5,33.87,0.17,132.29,China,Asia,Emerging and Developing Economies,0.0,0.599,35,70.0,2.0
CIV,1998,11.177,6.428,-4.749,1808.42,0.33,10.41,73.4,353.64,53.65,73.4,42.34,0.06,52.4,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.474,84,50.0,22.0
CMR,1998,6.27,3.919,-2.3509999999999995,1118.51,0.39,15.36,84.5,427.35,42.29,84.5,44.35,0.01,29.92,Cameroon,Africa,Emerging and Developing Economies,0.0,-1.506,134,45.0,27.0
COL,1998,31.023,33.152,2.1290000000000013,4213.83,1.8,14.05,25.8,764.88,35.91,25.8,73.1,1.13,34.06,Colombia,America,Emerging and Developing Economies,0.0,0.263,47,34.0,38.0
CRI,1998,6.212,9.406,3.194000000000001,7430.17,1.37,18.95,28.9,630.18,92.04,28.9,57.26,2.67,74.09,Costa Rica,America,Emerging and Developing Economies,0.0,0.239,49,28.5,43.5
CYP,1998,4.787,7.019,2.232,20562.3,7.23,8.93,3.2,2170.97,134.91,3.2,68.4,8.89,98.98,Cyprus,Europe,Advanced Economies,1.0,0.62,33,33.0,39.0
CZE,1998,54.034,38.28,-15.753999999999998,11850.84,12.43,22.7,6.0,4077.82,83.94,6.0,74.25,3.9,133.23,Czech Republic,Europe,Advanced Economies,1.0,1.373,17,54.0,18.0
DEU,1998,328.288,583.412,255.12400000000002,33461.32,11.05,20.09,3.0,4177.54,50.16,3.0,74.55,9.88,235.08,Germany,Europe,Advanced Economies,1.0,2.349,3,3.0,69.0
DNK,1998,51.466,50.689,-0.777000000000001,46437.19,11.36,14.54,8.5,3773.46,71.35,8.5,85.06,22.7,132.61,Denmark,Europe,Advanced Economies,1.0,1.414,16,41.0,31.0
EGY,1998,23.294,37.775,14.480999999999998,2277.29,1.72,16.98,8.5,615.9,41.93,8.5,42.7,0.15,70.26,Egypt,Africa,Emerging and Developing Economies,0.0,-0.405,80,17.0,55.0
ESP,1998,126.889,177.076,50.187,22135.4,6.84,16.58,8.9,2756.26,52.73,8.9,76.1,4.36,80.54,Spain,Europe,Advanced Economies,1.0,0.881,23,9.0,63.0
EST,1998,11.253,8.051,-3.202,9199.94,13.43,14.84,17.9,3790.52,156.84,17.9,69.73,10.8,32.7,Estonia,Europe,Advanced Economies,1.0,0.453,40,46.0,26.0
FIN,1998,48.379,48.222,-0.15699999999999648,34457.46,11.55,22.92,30.5,6319.47,66.99,30.5,81.71,25.5,16.92,Finland,Europe,Advanced Economies,1.0,1.807,10,39.0,33.0
FRA,1998,227.635,339.149,111.51400000000001,31256.51,6.82,14.51,9.7,4146.55,51.42,9.7,75.42,6.32,111.68,France,Europe,Advanced Economies,1.0,1.628,12,6.0,66.0
GBR,1998,235.033,373.874,138.84100000000004,36446.26,9.35,14.39,1.0,3787.51,49.34,1.0,78.53,13.7,241.75,United Kingdom,Europe,Advanced Economies,1.0,2.141,5,4.0,68.0
GRC,1998,30.221,43.534,13.312999999999999,16973.83,8.27,9.74,7.6,2392.94,42.49,7.6,72.48,3.22,83.17,Greece,Europe,Advanced Economies,1.0,0.009,63,19.0,53.0
HKG,1998,48.418,106.38900000000001,57.97100000000001,24856.81,6.51,17.0144776119403,0.1,2006.21,221.13,0.1,100.0,14.5,6232.1,Hong Kong SAR,Asia,Advanced Economies,1.0,0.845,25,8.0,64.0
HRV,1998,7.337000000000001,10.226,2.8890000000000002,8577.21,4.2,15.98,28.1,1860.8,64.98,28.1,52.97,3.27,81.06,Croatia,Europe,Advanced Economies,1.0,0.347,44,30.0,42.0
HUN,1998,39.194,35.364,-3.8300000000000054,8297.85,6.06,19.95,5.2,2502.43,107.32,5.2,64.83,3.89,114.33,Hungary,Europe,Emerging and Developing Economies,0.0,0.766,29,47.0,25.0
IDN,1998,164.58599999999998,58.84,-105.74599999999998,1780.2,1.33,25.0,48.9,567.58,96.19,48.9,39.59,0.26,115.83,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.057,65,68.0,4.0
IND,1998,140.882,86.875,-54.007000000000005,695.29,0.88,15.72,48.0,378.3,23.7,48.0,27.24,0.14,342.62,India,Asia,Emerging and Developing Economies,0.0,0.11,56,62.0,10.0
IRL,1998,41.565,35.528999999999996,-6.036000000000001,36143.34,10.72,23.24,2.3,3417.94,157.77,2.3,58.66,8.1,53.89,Ireland,Europe,Advanced Economies,1.0,2.056,6,51.0,21.0
ISR,1998,18.451,38.897,20.445999999999998,27620.66,8.96,15.71,6.1,2885.62,56.9,6.1,91.07,10.3,275.92,Israel,Asia,Advanced Economies,1.0,1.686,11,14.0,58.0
ITA,1998,181.30700000000002,317.882,136.575,30892.18,7.78,18.54,4.8,2913.2,45.0,4.8,67.1,4.56,193.49,Italy,Europe,Advanced Economies,1.0,1.471,13,5.0,67.0
JOR,1998,5.556,7.8629999999999995,2.3069999999999995,3302.3,2.87,12.52,2.2,902.81,109.05,2.2,78.24,1.31,58.53,Jordan,Asia,Emerging and Developing Economies,0.0,0.834,26,32.0,40.0
JPN,1998,190.28,576.355,386.07500000000005,30795.09,9.41,22.84,3.8,3938.28,19.0,3.8,78.4,13.4,346.78,Japan,Asia,Advanced Economies,1.0,2.935,1,2.0,70.0
KAZ,1998,63.775999999999996,29.621,-34.155,3750.56,9.05,12.02,1.5,2514.04,65.2,1.5,55.99,0.13,5.8,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.13,68,59.0,13.0
KHM,1998,3.6550000000000002,1.737,-1.9180000000000001,499.02,0.17,12.66,81.3,268.35,75.62,81.3,18.36,0.02,68.31,Cambodia,Asia,Emerging and Developing Economies,0.0,-1.259,128,44.0,28.0
KOR,1998,212.025,175.939,-36.08600000000001,14198.39,8.41,25.47,0.9,3374.35,68.5,0.9,79.14,6.78,479.85,Korea,Asia,Advanced Economies,1.0,1.117,20,60.0,12.0
LAO,1998,2.02,1.1440000000000001,-0.8759999999999999,836.09,0.11,8.69,86.6,2772.464594594595,84.27,86.6,20.04,0.01,22.74,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.986,119,42.0,30.0
LTU,1998,8.459999999999999,13.276,4.816000000000001,6154.17,4.49,15.85,12.9,2637.51,89.37,12.9,67.11,1.97,56.63,Lithuania,Europe,Advanced Economies,1.0,0.143,54,26.0,46.0
LVA,1998,5.242,8.020999999999999,2.778999999999999,5719.99,3.49,15.2,35.4,1796.35,93.05,35.4,68.45,3.32,38.73,Latvia,Europe,Advanced Economies,1.0,0.157,52,31.0,41.0
MAR,1998,9.9,15.257,5.356999999999999,1931.74,1.13,17.99,17.6,373.27,45.67,17.6,52.68,0.14,61.89,Morocco,Africa,Emerging and Developing Economies,0.0,-0.595,93,25.0,47.0
MEX,1998,114.404,142.46800000000002,28.06400000000002,9161.9,4.02,22.22,12.2,1536.12,48.03,12.2,74.19,1.27,49.17,Mexico,America,Emerging and Developing Economies,0.0,0.94,22,12.0,60.0
MMR,1998,7.906000000000001,3.869,-4.037000000000001,242.13,0.19,17.0144776119403,83.4,280.4,79.33671232876712,83.4,26.66,6.646266666666667,67.72,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.176,126,49.0,23.0
MYS,1998,145.492,57.126,-88.36599999999999,5857.97,5.05,28.78,4.5,1902.76,209.49,4.5,59.5,6.75,66.68,Malaysia,Asia,Emerging and Developing Economies,0.0,1.017,21,67.0,5.0
NGA,1998,82.441,16.65,-65.791,1419.32,0.76,17.45,87.2,269.37,79.33671232876712,87.2,33.77,0.03,131.59,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.722,139,64.0,8.0
NLD,1998,150.025,160.95499999999998,10.929999999999978,37661.73,11.52,13.49,1.6,4794.51,112.41,1.6,75.25,22.2,465.26,The Netherlands,Europe,Advanced Economies,1.0,1.356,18,21.0,51.0
NOR,1998,58.548,59.639,1.091000000000001,65197.95,10.18,10.54,59.5,5684.75,71.62,59.5,75.03,22.6,12.13,Norway,Europe,Advanced Economies,1.0,0.783,28,35.0,37.0
NZL,1998,33.339,19.595,-13.744,28780.93,7.96,15.78,27.3,4204.7,57.9,27.3,85.86,31.6,14.49,New Zealand,Pacific,Advanced Economies,1.0,0.039,62,52.0,20.0
PAK,1998,16.36,15.677,-0.6829999999999998,1026.5,0.68,14.68,51.6,399.27,34.01,51.6,32.58,0.04,190.07,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.781,107,40.0,32.0
PER,1998,5.226,14.998000000000001,9.772000000000002,3258.3,1.06,14.86,39.4,495.13,32.95,39.4,72.22,1.19,20.11,Peru,America,Emerging and Developing Economies,0.0,-0.429,83,23.0,49.0
PHL,1998,37.243,47.906,10.662999999999997,1746.53,1.0,17.0144776119403,32.8,482.92,80.08,32.8,46.3,1.1,254.19,Philippines,Asia,Emerging and Developing Economies,0.0,0.514,37,22.0,50.0
